"mlb_team_name","mlb_logos","id_team","url_name_teams","team","liga","league","division","location","sportslogos_name","primary","secondary","tertiary","quaternary"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Baltimore Orioles","https://www.mlbstatic.com/team-logos/team-cap-on-light/110.svg",110,"baltimore-orioles","BAL","AL","mlb","AL East","Baltimore","Baltimore Orioles","#DF4601","#000000","#FC4C02","#27251F"
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"Boston Red Sox","https://www.mlbstatic.com/team-logos/team-cap-on-light/111.svg",111,"boston-red-sox","BOS","AL","mlb","AL East","Boston","Boston Red Sox","#BD3039","#0C2340",NA,NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"New York Yankees","https://www.mlbstatic.com/team-logos/team-cap-on-light/147.svg",147,"new-york-yankees","NYY","AL","mlb","AL East","New York","New York Yankees","#003087","#E4002C","#0C2340",NA
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Tampa Bay Rays","https://www.mlbstatic.com/team-logos/team-cap-on-light/139.svg",139,"tampa-bay-rays","TBR","AL","mlb","AL East","Tampa Bay","Tampa Bay Rays","#092C5C","#8FBCE6","#F5D130","#FFFFFF"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Toronto Blue Jays","https://www.mlbstatic.com/team-logos/team-cap-on-light/141.svg",141,"toronto-blue-jays","TOR","AL","mlb","AL East","Toronto","Toronto Blue Jays","#134A8E","#1D2D5C","#E8291C","#006BA6"
"Atlanta Braves","https://www.mlbstatic.com/team-logos/team-cap-on-light/144.svg",144,"atlanta-braves","ATL","NL","mlb","NL East","Atlanta","Atlanta Braves","#CE1141","#13274F","#EAAA00","#CE1141"
